,song_link,id,release_year,duration_ms.x,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
7616,https://open.spotify.com/track/36AlMHDBFwSsD3FQOy1R81,36AlMHDBFwSsD3FQOy1R81,1966,201733,FALSE,Try a Little Tenderness,65.0,0.587,0.133,9.0,-15.151,0.0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,4.0
7618,https://open.spotify.com/track/36c2NifUp0GDnoOQT5unhR,36c2NifUp0GDnoOQT5unhR,2020,309079,FALSE,Butterfly's Repose,67.0,0.3,0.0177,0.0,-27.293,1.0,0.0422,0.974,0.00764,0.106,0.0896,120.492,3.0
7620,https://open.spotify.com/track/36d5C27VY5PL2JABebsHMp,36d5C27VY5PL2JABebsHMp,2020,145757,TRUE,Gang Unit (feat. YG) - Remix,57.0,0.912,0.663,6.0,-8.314,1.0,0.134,0.138,0.0,0.162,0.703,99.019,4.0
7621,https://open.spotify.com/track/36DHxTW2xdr9GG15T9oK9L,36DHxTW2xdr9GG15T9oK9L,2020,165199,FALSE,EL MUNDO ES MÍ,83.0,0.716,0.522,5.0,-6.834,1.0,0.0582,0.166,6.5e-05,0.113,0.224,76.993,4.0
7622,https://open.spotify.com/track/36e4Sr0dXiyzjVeBWv8cON,36e4Sr0dXiyzjVeBWv8cON,2006,291466,FALSE,Supe Que Me Amabas,66.0,0.71,0.456,10.0,-7.263,1.0,0.0289,0.481,0.0,0.111,0.183,124.016,4.0
7623,https://open.spotify.com/track/36e7JUxXMV4mO4ZJWjBuSa,36e7JUxXMV4mO4ZJWjBuSa,2017,262406,FALSE,Last of My Kind,56.0,0.488,0.282,9.0,-15.105,1.0,0.0333,0.332,6.05e-05,0.105,0.522,81.775,4.0
7628,https://open.spotify.com/track/36Lb2L21fDT7vtl0r7zpa5,36Lb2L21fDT7vtl0r7zpa5,2020,265281,FALSE,Desire - Single Edit,58.0,0.659,0.831,7.0,-6.575,1.0,0.0485,0.193,0.498,0.111,0.419,120.002,4.0
7629,https://open.spotify.com/track/36lkJSDyMEZoWTqtRj8Q8q,36lkJSDyMEZoWTqtRj8Q8q,1984,229240,FALSE,You're the Inspiration - 2006 Remaster,72.0,0.583,0.602,11.0,-6.364,1.0,0.0274,0.368,0.0,0.22,0.388,74.008,4.0
7630,https://open.spotify.com/track/36llRk77MyXjXKEXIgFqex,36llRk77MyXjXKEXIgFqex,2020,125381,FALSE,Bipolar,52.0,0.574,0.2,8.0,-22.467,1.0,0.0477,1.08e-05,0.829,0.118,0.801,125.017,4.0
7633,https://open.spotify.com/track/36mNaqxxmYvscr4cdrC5vy,36mNaqxxmYvscr4cdrC5vy,2020,121250,FALSE,Quilted Dreams,54.0,0.682,0.165,5.0,-11.136,1.0,0.102,0.884,0.903,0.129,0.274,144.111,4.0
7634,https://open.spotify.com/track/36O7x98ODwt4WbfRVQTDq0,36O7x98ODwt4WbfRVQTDq0,2020,156000,FALSE,Locked and Loaded,46.0,0.757,0.535,1.0,-9.031,1.0,0.133,0.00137,0.866,0.0797,0.136,152.434,4.0
7637,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,36orMWv2PgvnzXsd5CJ0yL,2019,174444,FALSE,Post Malone (feat. RANI),74.0,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,4.0
7643,https://open.spotify.com/track/36seMHoyXmLUNxcwzwjdF7,36seMHoyXmLUNxcwzwjdF7,2016,116666,FALSE,Please Notice,71.0,0.55,0.271,2.0,-8.451,1.0,0.0297,0.843,3.21e-06,0.107,0.198,111.344,4.0
